,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
86,2019-05-03 07:10:00,43,70.3,31,59.9,74,65.9,2,0
87,2019-05-03 07:15:00,54,70.2,38,59.3,92,65.7,2,0
88,2019-05-03 07:20:00,55,70.0,39,58.1,94,65.1,2,0
89,2019-05-03 07:25:00,79,70.0,54,58.1,133,65.1,2,0
90,2019-05-03 07:30:00,75,70.0,51,58.1,126,65.1,2,0
91,2019-05-03 07:35:00,43,69.9,31,57.9,74,64.9,2,0
92,2019-05-03 07:40:00,75,70.0,51,58.5,126,65.3,2,0
93,2019-05-03 07:45:00,68,70.0,47,58.3,115,65.2,2,0
94,2019-05-03 07:50:00,83,69.9,56,57.6,139,64.9,2,0
95,2019-05-03 07:55:00,77,70.0,53,58.4,130,65.3,2,0
96,2019-05-03 08:00:00,53,70.1,37,59.1,90,65.6,2,0
97,2019-05-03 08:05:00,66,70.2,46,59.6,112,65.9,2,0
98,2019-05-03 08:10:00,73,70.4,50,60.5,123,66.4,2,0
99,2019-05-03 08:15:00,66,70.2,46,59.3,112,65.7,2,0
100,2019-05-03 08:20:00,63,70.2,44,59.6,107,65.9,2,0
101,2019-05-03 08:25:00,71,70.3,49,60.0,120,66.1,2,0
102,2019-05-03 08:30:00,49,70.2,35,59.7,84,65.8,2,0
103,2019-05-03 08:35:00,54,70.1,38,59.1,92,65.6,2,0
104,2019-05-03 08:40:00,62,70.1,43,58.8,105,65.5,2,0
105,2019-05-03 08:45:00,57,70.1,40,58.9,97,65.5,2,0
106,2019-05-03 08:50:00,44,70.0,32,58.4,76,65.1,2,0
107,2019-05-03 08:55:00,55,69.9,39,57.7,94,64.8,2,0
108,2019-05-03 09:00:00,40,70.2,30,59.4,70,65.6,2,0
109,2019-05-03 09:05:00,58,70.1,41,58.9,99,65.5,2,0
110,2019-05-03 09:10:00,35,70.2,26,59.7,61,65.7,2,0
111,2019-05-03 09:15:00,50,70.8,36,63.0,86,67.5,2,0
112,2019-05-03 09:20:00,45,70.8,32,63.2,77,67.6,2,0
113,2019-05-03 09:25:00,39,70.5,29,61.5,68,66.7,2,0
114,2019-05-03 09:30:00,50,70.4,36,60.9,86,66.5,2,0
115,2019-05-03 09:35:00,52,70.4,37,61.0,89,66.5,2,0
116,2019-05-03 09:40:00,53,70.6,37,61.7,90,66.9,2,0
117,2019-05-03 09:45:00,58,70.8,41,63.1,99,67.6,2,0
118,2019-05-03 09:50:00,50,70.8,36,63.2,86,67.7,2,0
119,2019-05-03 09:55:00,48,70.4,34,60.9,82,66.5,2,0
120,2019-05-03 10:00:00,47,70.5,34,61.1,81,66.6,2,0
121,2019-05-03 10:05:00,49,70.4,35,60.9,84,66.5,2,0
122,2019-05-03 10:10:00,49,70.7,35,62.3,84,67.2,2,0
123,2019-05-03 10:15:00,52,70.7,37,62.8,89,67.4,2,0
124,2019-05-03 10:20:00,49,70.3,35,60.1,84,66.1,2,0
125,2019-05-03 10:25:00,46,70.3,33,60.2,79,66.1,2,0
126,2019-05-03 10:30:00,48,70.5,34,61.0,82,66.6,2,0
127,2019-05-03 10:35:00,48,70.4,34,60.5,82,66.3,2,0
128,2019-05-03 10:40:00,52,70.4,37,60.9,89,66.5,2,0
129,2019-05-03 10:45:00,56,70.6,39,61.9,95,67.0,2,0
130,2019-05-03 10:50:00,47,70.5,34,61.2,81,66.6,2,0
131,2019-05-03 10:55:00,49,70.3,35,60.3,84,66.1,2,0
132,2019-05-03 11:00:00,43,70.6,31,61.9,74,67.0,2,0
133,2019-05-03 11:05:00,43,70.6,31,62.0,74,67.0,2,0
134,2019-05-03 11:10:00,56,70.4,39,60.7,95,66.4,2,0
135,2019-05-03 11:15:00,49,70.5,35,61.4,84,66.7,2,0
136,2019-05-03 11:20:00,49,70.8,35,62.9,84,67.5,2,0
137,2019-05-03 11:25:00,62,70.7,43,62.5,105,67.4,2,0
138,2019-05-03 11:30:00,55,70.7,39,62.4,94,67.2,2,0
139,2019-05-03 11:35:00,43,70.6,31,61.8,74,66.9,2,0
140,2019-05-03 11:40:00,52,70.6,37,61.8,89,67.0,2,0
141,2019-05-03 11:45:00,59,70.5,42,61.5,101,66.8,2,0
142,2019-05-03 11:50:00,45,70.4,32,60.9,77,66.5,2,0
143,2019-05-03 11:55:00,48,70.6,34,61.9,82,67.0,2,0
144,2019-05-03 12:00:00,53,70.6,37,61.7,90,66.9,2,0
145,2019-05-03 12:05:00,43,70.8,31,63.2,74,67.6,2,0
146,2019-05-03 12:10:00,52,70.4,37,60.9,89,66.5,2,0
147,2019-05-03 12:15:00,65,70.7,45,62.6,110,67.4,2,0
148,2019-05-03 12:20:00,53,70.7,37,62.6,90,67.4,2,0
149,2019-05-03 12:25:00,62,70.7,43,62.3,105,67.2,2,0
150,2019-05-03 12:30:00,54,70.5,38,61.3,92,66.7,2,0
151,2019-05-03 12:35:00,53,70.7,37,62.7,90,67.4,2,0
152,2019-05-03 12:40:00,55,70.9,39,63.6,94,67.9,2,0
153,2019-05-03 12:45:00,45,70.7,32,62.3,77,67.2,2,0
154,2019-05-03 12:50:00,54,70.6,38,61.6,92,66.8,2,0
155,2019-05-03 12:55:00,64,70.8,44,63.2,108,67.7,2,0
156,2019-05-03 13:00:00,59,70.3,42,60.4,101,66.2,2,0
157,2019-05-03 13:05:00,52,70.3,37,59.8,89,65.9,2,0
158,2019-05-03 13:10:00,47,70.0,34,58.1,81,65.0,2,0
159,2019-05-03 13:15:00,54,69.8,38,57.3,92,64.7,2,0
160,2019-05-03 13:20:00,59,69.9,42,58.0,101,65.0,2,0
161,2019-05-03 13:25:00,58,69.7,41,56.5,99,64.2,2,0
162,2019-05-03 13:30:00,66,69.6,46,56.0,112,64.0,2,0
163,2019-05-03 13:35:00,67,69.7,46,56.8,113,64.5,2,0
164,2019-05-03 13:40:00,57,69.8,40,57.1,97,64.6,2,0
165,2019-05-03 13:45:00,53,69.7,37,56.8,90,64.4,2,0
166,2019-05-03 13:50:00,71,70.0,49,58.4,120,65.3,2,0
167,2019-05-03 13:55:00,59,70.0,42,58.1,101,65.0,2,0
168,2019-05-03 14:00:00,74,70.3,51,59.8,125,66.0,2,0
169,2019-05-03 14:05:00,53,70.1,37,58.7,90,65.4,2,0
170,2019-05-03 14:10:00,64,70.0,44,58.5,108,65.3,2,0
171,2019-05-03 14:15:00,68,70.0,47,58.1,115,65.1,2,0
172,2019-05-03 14:20:00,71,70.0,49,58.4,120,65.3,2,0
173,2019-05-03 14:25:00,59,69.8,42,57.4,101,64.7,2,0
174,2019-05-03 14:30:00,67,69.7,46,56.5,113,64.3,2,0
175,2019-05-03 14:35:00,62,69.9,43,57.7,105,64.9,2,0
176,2019-05-03 14:40:00,56,70.0,39,58.2,95,65.1,2,0
177,2019-05-03 14:45:00,64,70.2,44,59.6,108,65.9,2,0
178,2019-05-03 14:50:00,71,69.9,49,57.6,120,64.8,2,0
179,2019-05-03 14:55:00,71,69.9,49,57.7,120,64.9,2,0
180,2019-05-03 15:00:00,64,70.0,44,58.2,108,65.2,2,0
181,2019-05-03 15:05:00,58,70.0,41,58.1,99,65.1,2,0
182,2019-05-03 15:10:00,72,69.8,49,57.4,121,64.8,2,0
183,2019-05-03 15:15:00,64,70.1,44,59.0,108,65.6,2,0
184,2019-05-03 15:20:00,82,70.0,56,58.6,138,65.4,2,0
185,2019-05-03 15:25:00,73,70.4,50,60.6,123,66.4,2,0
186,2019-05-03 15:30:00,66,70.4,46,60.6,112,66.4,2,0
187,2019-05-03 15:35:00,73,70.5,50,61.3,123,66.8,2,0
188,2019-05-03 15:40:00,81,70.5,55,61.4,136,66.8,2,0
189,2019-05-03 15:45:00,79,70.4,54,60.9,133,66.6,2,0
190,2019-05-03 15:50:00,71,70.3,49,60.3,120,66.2,2,0
191,2019-05-03 15:55:00,66,70.3,46,59.9,112,66.0,2,0
192,2019-05-03 16:00:00,58,70.3,41,60.3,99,66.2,2,0
193,2019-05-03 16:05:00,52,70.4,37,60.6,89,66.3,2,0
194,2019-05-03 16:10:00,81,70.5,55,61.5,136,66.9,2,0
195,2019-05-03 16:15:00,65,70.6,45,61.6,110,66.9,2,0
196,2019-05-03 16:20:00,58,70.6,41,61.6,99,66.9,2,0
197,2019-05-03 16:25:00,84,70.8,57,62.9,141,67.6,2,0
198,2019-05-03 16:30:00,67,70.8,46,62.9,113,67.6,2,0
199,2019-05-03 16:35:00,86,70.7,59,62.5,145,67.4,2,0
200,2019-05-03 16:40:00,63,70.7,44,62.7,107,67.4,2,0
201,2019-05-03 16:45:00,79,70.8,54,62.9,133,67.6,2,0
202,2019-05-03 16:50:00,58,70.7,41,62.6,99,67.4,2,0
203,2019-05-03 16:55:00,64,70.6,44,62.1,108,67.2,2,0
204,2019-05-03 17:00:00,62,70.7,43,62.7,105,67.4,2,0
205,2019-05-03 17:05:00,71,70.7,49,62.3,120,67.2,2,0
206,2019-05-03 17:10:00,66,70.6,46,61.7,112,67.0,2,0
207,2019-05-03 17:15:00,62,70.6,43,61.8,105,67.0,2,0
208,2019-05-03 17:20:00,61,70.7,42,62.5,103,67.3,2,0
209,2019-05-03 17:25:00,49,70.4,35,60.7,84,66.4,2,0
210,2019-05-03 17:30:00,71,70.5,49,61.2,120,66.7,2,0
211,2019-05-03 17:35:00,62,70.5,43,61.5,105,66.8,2,0
212,2019-05-03 17:40:00,59,70.7,42,62.6,101,67.3,2,0
213,2019-05-03 17:45:00,77,70.7,53,62.2,130,67.2,2,0
214,2019-05-03 17:50:00,52,70.8,37,62.8,89,67.5,2,0
215,2019-05-03 17:55:00,57,70.7,40,62.2,97,67.2,2,0
216,2019-05-03 18:00:00,74,70.7,51,62.3,125,67.2,2,0
217,2019-05-03 18:05:00,58,70.7,41,62.4,99,67.3,2,0
218,2019-05-03 18:10:00,61,70.7,42,62.5,103,67.4,2,0
219,2019-05-03 18:15:00,59,70.7,42,62.3,101,67.2,2,0
220,2019-05-03 18:20:00,57,70.5,40,61.5,97,66.8,2,0
221,2019-05-03 18:25:00,61,70.5,42,61.1,103,66.7,2,0
222,2019-05-03 18:30:00,65,70.7,45,62.5,110,67.4,2,0
223,2019-05-03 18:35:00,62,70.8,43,63.1,105,67.6,2,0
224,2019-05-03 18:40:00,72,70.9,49,63.4,121,67.9,2,0
225,2019-05-03 18:45:00,56,70.9,39,63.6,95,67.9,2,0
226,2019-05-03 18:50:00,52,70.7,37,62.4,89,67.3,2,0
227,2019-05-03 18:55:00,55,70.7,39,62.6,94,67.3,2,0
228,2019-05-03 19:00:00,50,70.7,36,62.7,86,67.4,2,0
229,2019-05-03 19:05:00,61,70.8,42,62.9,103,67.5,2,0
230,2019-05-03 19:10:00,49,70.7,35,62.3,84,67.2,2,0
231,2019-05-03 19:15:00,59,70.8,42,62.8,101,67.5,2,0
232,2019-05-03 19:20:00,50,70.7,36,62.2,86,67.1,2,0
233,2019-05-03 19:25:00,49,70.6,35,61.8,84,66.9,2,0
234,2019-05-03 19:30:00,53,70.5,37,61.4,90,66.8,2,0
235,2019-05-03 19:35:00,44,70.6,32,62.1,76,67.0,2,0
236,2019-05-03 19:40:00,48,70.7,34,62.5,82,67.3,2,0
237,2019-05-03 19:45:00,43,70.7,31,62.4,74,67.2,2,0
238,2019-05-03 19:50:00,45,70.8,32,63.0,77,67.5,2,0
239,2019-05-03 19:55:00,52,70.8,37,63.1,89,67.6,2,0
240,2019-05-03 20:00:00,34,70.7,25,62.7,59,67.4,2,0
241,2019-05-03 20:05:00,40,70.7,30,62.8,70,67.3,2,0
242,2019-05-03 20:10:00,41,70.7,30,62.7,71,67.3,2,0
243,2019-05-03 20:15:00,41,70.6,30,61.6,71,66.8,2,0
244,2019-05-03 20:20:00,43,70.7,31,62.4,74,67.2,2,0
245,2019-05-03 20:25:00,28,70.6,22,61.7,50,66.7,2,0
246,2019-05-03 20:30:00,35,70.7,26,62.3,61,67.1,2,0
247,2019-05-03 20:35:00,32,70.5,25,61.3,57,66.5,2,0
248,2019-05-03 20:40:00,34,70.4,25,60.9,59,66.4,2,0
249,2019-05-03 20:45:00,30,70.6,23,61.7,53,66.7,2,0
250,2019-05-03 20:50:00,37,70.5,27,61.0,64,66.5,2,0
251,2019-05-03 20:55:00,36,70.3,27,60.3,63,66.0,2,0
252,2019-05-03 21:00:00,32,70.3,25,60.2,57,65.9,2,0
253,2019-05-03 21:05:00,35,70.5,26,61.0,61,66.4,2,0
254,2019-05-03 21:10:00,20,70.6,17,61.8,37,66.6,2,0
255,2019-05-03 21:15:00,31,70.3,24,60.3,55,65.9,2,0
256,2019-05-03 21:20:00,25,70.4,20,60.6,45,66.1,2,0
257,2019-05-03 21:25:00,25,70.5,20,61.4,45,66.5,2,0
258,2019-05-03 21:30:00,40,70.4,30,60.5,70,66.2,2,0
259,2019-05-03 21:35:00,31,70.6,24,61.8,55,66.8,2,0
260,2019-05-03 21:40:00,31,70.6,24,62.1,55,66.9,2,0
261,2019-05-03 21:45:00,31,70.7,24,62.4,55,67.1,2,0
262,2019-05-03 21:50:00,25,70.4,20,60.9,45,66.2,2,0
263,2019-05-03 21:55:00,25,70.6,20,61.6,45,66.6,2,0
264,2019-05-03 22:00:00,11,70.6,11,62.0,22,66.3,2,0
265,2019-05-03 22:05:00,26,70.5,20,61.6,46,66.6,2,0
266,2019-05-03 22:10:00,19,70.5,16,61.4,35,66.4,2,0
267,2019-05-03 22:15:00,18,70.6,15,61.8,33,66.6,2,0
268,2019-05-03 22:20:00,26,70.6,20,62.0,46,66.9,2,0
269,2019-05-03 22:25:00,14,70.6,13,62.0,27,66.5,2,0
270,2019-05-03 22:30:00,19,70.6,16,62.1,35,66.7,2,0
271,2019-05-03 22:35:00,23,70.7,19,62.5,42,67.0,2,0
272,2019-05-03 22:40:00,27,70.7,21,62.7,48,67.2,2,0
273,2019-05-03 22:45:00,22,70.7,18,62.8,40,67.2,2,0
274,2019-05-03 22:50:00,18,70.7,15,62.3,33,66.9,2,0
275,2019-05-03 22:55:00,17,70.7,15,62.3,32,66.8,2,0
276,2019-05-03 23:00:00,12,70.6,12,62.0,24,66.3,2,0
277,2019-05-03 23:05:00,8,70.6,9,62.1,17,66.1,2,0
278,2019-05-03 23:10:00,17,70.5,15,61.1,32,66.1,2,0
279,2019-05-03 23:15:00,19,70.6,16,61.8,35,66.6,2,0
280,2019-05-03 23:20:00,16,70.5,14,61.3,30,66.2,2,0
281,2019-05-03 23:25:00,12,70.4,12,61.0,24,65.7,2,0
282,2019-05-03 23:30:00,18,70.5,15,61.3,33,66.3,2,0
283,2019-05-03 23:35:00,16,70.6,14,61.7,30,66.4,2,0
284,2019-05-03 23:40:00,13,70.5,13,61.5,26,66.0,2,0
285,2019-05-03 23:45:00,16,70.6,14,61.7,30,66.5,2,0
286,2019-05-03 23:50:00,4,70.6,7,62.0,11,65.1,2,0
287,2019-05-03 23:55:00,2,70.6,5,61.9,7,64.4,2,0
288,2019-05-04 00:00:00,11,70.7,11,62.2,22,66.4,2,0
289,2019-05-04 00:05:00,3,70.7,6,62.3,9,65.1,2,0
290,2019-05-04 00:10:00,9,70.7,10,62.2,19,66.2,2,0
291,2019-05-04 00:15:00,7,70.7,8,62.3,15,66.2,2,0
292,2019-05-04 00:20:00,5,70.7,8,62.4,13,65.6,2,0
293,2019-05-04 00:25:00,11,70.7,11,62.5,22,66.6,2,0
294,2019-05-04 00:30:00,8,70.7,9,62.3,17,66.2,2,0
295,2019-05-04 00:35:00,4,70.7,7,62.2,11,65.3,2,0
296,2019-05-04 00:40:00,8,70.6,9,61.9,17,66.0,2,0
297,2019-05-04 00:45:00,3,70.6,6,62.2,9,65.0,2,0
298,2019-05-04 00:50:00,9,70.7,10,62.4,19,66.3,2,0
299,2019-05-04 00:55:00,3,70.7,6,62.2,9,65.0,2,0
300,2019-05-04 01:00:00,5,70.7,8,62.4,13,65.6,2,0
301,2019-05-04 01:05:00,1,70.7,5,62.3,6,63.7,2,0
302,2019-05-04 01:10:00,3,70.6,6,62.0,9,64.9,2,0
303,2019-05-04 01:15:00,4,70.6,7,61.9,11,65.0,2,0
304,2019-05-04 01:20:00,13,65.4,3,61.9,16,64.8,2,0
305,2019-05-04 01:25:00,10,70.6,10,61.9,20,66.2,2,0
306,2019-05-04 01:30:00,8,70.6,9,61.9,17,66.0,2,0
307,2019-05-04 01:35:00,13,65.7,3,62.0,16,65.0,2,0
308,2019-05-04 01:40:00,2,70.7,5,62.3,7,64.7,2,0
309,2019-05-04 01:45:00,9,70.7,10,62.4,19,66.3,2,0
310,2019-05-04 01:50:00,14,66.6,4,62.4,18,65.6,2,0
311,2019-05-04 01:55:00,12,66.6,2,62.4,14,66.0,2,0
312,2019-05-04 02:00:00,13,65.1,3,61.7,16,64.4,2,0
313,2019-05-04 02:05:00,1,70.6,5,61.9,6,63.4,2,0
314,2019-05-04 02:10:00,14,66.2,4,62.2,18,65.3,2,0
315,2019-05-04 02:15:00,13,66.4,3,62.3,16,65.6,2,0
316,2019-05-04 02:20:00,10,66.0,1,62.1,11,65.6,2,0
317,2019-05-04 02:25:00,11,66.3,1,62.3,12,65.9,2,0
318,2019-05-04 02:30:00,9,65.8,29,62.1,38,63.0,2,0
319,2019-05-04 02:35:00,11,66.1,1,62.2,12,65.8,2,0
320,2019-05-04 02:40:00,11,66.6,1,62.4,12,66.2,2,0
321,2019-05-04 02:45:00,13,66.2,3,62.2,16,65.5,2,0
322,2019-05-04 02:50:00,13,66.5,3,62.4,16,65.7,2,0
323,2019-05-04 02:55:00,13,66.6,3,62.4,16,65.8,2,0
324,2019-05-04 03:00:00,2,70.6,5,61.7,7,64.3,2,0
325,2019-05-04 03:05:00,13,65.3,3,61.8,16,64.6,2,0
326,2019-05-04 03:10:00,14,65.2,4,61.8,18,64.4,2,0
327,2019-05-04 03:15:00,13,66.1,3,62.2,16,65.4,2,0
328,2019-05-04 03:20:00,14,66.5,4,62.4,18,65.6,2,0
329,2019-05-04 03:25:00,13,66.3,3,62.3,16,65.5,2,0
330,2019-05-04 03:30:00,13,66.5,3,62.4,16,65.7,2,0
331,2019-05-04 03:35:00,13,65.8,3,62.0,16,65.1,2,0
332,2019-05-04 03:40:00,14,65.9,4,62.1,18,65.1,2,0
333,2019-05-04 03:45:00,11,66.3,1,62.3,12,65.9,2,0
334,2019-05-04 03:50:00,2,70.6,5,61.8,7,64.3,2,0
335,2019-05-04 03:55:00,11,65.5,1,61.9,12,65.2,2,0
336,2019-05-04 04:00:00,13,65.6,3,62.0,16,64.9,2,0
337,2019-05-04 04:05:00,14,65.9,4,62.1,18,65.1,2,0
338,2019-05-04 04:10:00,13,66.3,3,62.3,16,65.6,2,0
339,2019-05-04 04:15:00,2,70.7,5,62.4,7,64.8,2,0
340,2019-05-04 04:20:00,2,70.7,5,62.4,7,64.8,2,0
341,2019-05-04 04:25:00,12,66.2,2,62.2,14,65.6,2,0
342,2019-05-04 04:30:00,1,70.7,5,62.2,6,63.6,2,0
343,2019-05-04 04:35:00,13,66.4,3,62.3,16,65.6,2,0
344,2019-05-04 04:40:00,14,65.0,4,61.7,18,64.3,2,0
345,2019-05-04 04:45:00,11,65.7,1,62.0,12,65.4,2,0
346,2019-05-04 04:50:00,3,70.6,6,61.7,9,64.7,2,0
347,2019-05-04 04:55:00,1,70.6,5,62.0,6,63.4,2,0
348,2019-05-04 05:00:00,5,70.6,8,62.1,13,65.4,2,0
349,2019-05-04 05:05:00,10,65.7,1,62.0,11,65.4,2,0
350,2019-05-04 05:10:00,1,70.5,5,61.4,6,62.9,2,0
351,2019-05-04 05:15:00,9,70.6,10,62.0,19,66.1,2,0
352,2019-05-04 05:20:00,3,70.6,6,62.1,9,65.0,2,0
353,2019-05-04 05:25:00,12,70.7,12,62.4,24,66.5,2,0
354,2019-05-04 05:30:00,7,70.7,8,62.3,15,66.2,2,0
355,2019-05-04 05:35:00,7,70.7,8,62.2,15,66.1,2,0
356,2019-05-04 05:40:00,8,70.7,9,62.4,17,66.3,2,0
357,2019-05-04 05:45:00,12,70.7,12,62.6,24,66.7,2,0
358,2019-05-04 05:50:00,7,70.6,8,62.1,15,66.1,2,0
359,2019-05-04 05:55:00,2,70.6,5,62.1,7,64.5,2,0
360,2019-05-04 06:00:00,11,70.6,11,61.9,22,66.2,2,0
361,2019-05-04 06:05:00,4,70.6,7,62.1,11,65.2,2,0
362,2019-05-04 06:10:00,10,70.7,10,62.2,20,66.4,2,0
363,2019-05-04 06:15:00,7,70.7,8,62.4,15,66.3,2,0
364,2019-05-04 06:20:00,14,70.5,13,61.2,27,66.0,2,0
365,2019-05-04 06:25:00,10,70.6,10,61.9,20,66.3,2,0
366,2019-05-04 06:30:00,20,70.6,17,61.8,37,66.6,2,0
367,2019-05-04 06:35:00,25,70.7,20,62.5,45,67.0,2,0
368,2019-05-04 06:40:00,18,70.7,15,62.7,33,67.1,2,0
369,2019-05-04 06:45:00,21,70.3,17,59.8,38,65.6,2,0
370,2019-05-04 06:50:00,25,70.4,20,60.9,45,66.2,2,0
371,2019-05-04 06:55:00,13,70.5,13,61.0,26,65.8,2,0
